Time,Energy_theoretical_Wh_sum,GHI_mean,temp_max,temp_min,humidity_mean,wind_speed_mean,step,GHI_lag1,temp_max_lag1,GHI_7d_avg,temp_7d_avg,day_of_year,day_sin
2018-06-08,602.1846339591375,89.10000000000001,28.3,8.4,53.125,2.5,523,90.00833333333333,24.6,75.71592261904763,24.657142857142855,159,0.39359027665646673
2018-06-09,539.6250096687376,80.49791666666667,29.8,14.4,51.541666666666664,2.970833333333333,524,89.10000000000001,28.3,78.83883928571427,25.0,160,0.3777079652039649
2018-06-10,393.502578567975,58.61041666666667,29.9,16.9,66.08333333333333,2.4666666666666663,525,80.49791666666667,29.8,75.22261904761906,25.571428571428573,161,0.36171373072976765
2018-06-11,447.2671469963625,64.1875,21.2,11.5,79.79166666666667,3.85,526,58.61041666666667,29.9,75.12946428571429,25.25714285714286,162,0.3456123126707335
2018-06-12,193.8420826984125,26.938541666666666,16.2,10.1,79.33333333333333,3.2291666666666665,527,64.1875,21.2,71.29077380952381,24.442857142857143,163,0.3294084822245304
2018-06-13,306.76522986472503,43.11354166666666,17.9,13.0,81.625,3.1125000000000003,528,26.938541666666666,16.2,64.63660714285714,23.985714285714288,164,0.3131070409358269
2018-06-14,379.2029816408625,53.43020833333333,19.6,9.8,68.66666666666667,2.566666666666667,529,43.11354166666666,17.9,59.41116071428571,23.271428571428572,165,0.29671281927349075
2018-06-15,256.6381833273375,36.35104166666667,20.5,11.0,76.20833333333333,1.925,530,53.43020833333333,19.6,51.87559523809524,22.157142857142855,166,0.2802306751992159
2018-06-16,493.5976500609,72.23645833333333,25.1,14.0,62.958333333333336,1.5666666666666667,531,36.35104166666667,20.5,50.695386904761904,21.485714285714284,167,0.26366549272800704
2018-06-17,365.6766154374,53.20208333333333,26.2,14.2,69.70833333333333,3.091666666666667,532,72.23645833333333,25.1,49.92276785714285,20.957142857142856,168,0.24702218048093552
2018-06-18,341.26907991705,48.75416666666667,21.9,11.4,72.83333333333333,2.3249999999999997,533,53.20208333333333,26.2,47.71800595238095,21.057142857142857,169,0.23030567023061221
2018-06-19,331.27033693410004,47.440625000000004,22.6,15.1,71.375,4.320833333333334,534,48.75416666666667,21.9,50.646875,21.97142857142857,170,0.21352091543979612
2018-06-20,473.4554105797875,68.27708333333332,24.3,11.1,66.5,3.0541666666666667,535,47.440625000000004,22.6,54.24166666666667,22.885714285714283,171,0.19667288979357647
2018-06-21,337.4139983533875,48.143750000000004,25.6,9.4,78.95833333333333,5.391666666666667,536,68.27708333333332,24.3,53.48645833333334,23.742857142857144,172,0.1797665857255624
2018-06-22,367.21533254310003,50.739583333333336,14.9,8.5,72.04166666666667,5.333333333333333,537,48.143750000000004,25.6,55.541964285714286,22.942857142857147,173,0.16280701293851715
2018-06-23,336.0011647926375,46.78229166666667,17.7,10.9,72.08333333333333,5.466666666666666,538,50.739583333333336,14.9,51.90565476190476,21.885714285714283,174,0.1457991969198751
2018-06-24,329.13086888295,46.234375,18.8,9.3,82.58333333333333,3.841666666666667,539,46.78229166666667,17.7,50.91026785714286,20.82857142857143,175,0.12874817745258132
2018-06-25,556.2649916227125,79.284375,21.4,9.5,83.04166666666667,3.9499999999999997,540,46.234375,18.8,55.27172619047618,20.75714285714286,176,0.11165900712169512
2018-06-26,508.5073212451875,73.31979166666666,21.8,12.9,74.375,4.329166666666667,541,79.284375,21.4,58.96875,20.642857142857142,177,0.09453674981719912
2018-06-27,489.5543528247375,70.41250000000001,23.3,11.2,69.58333333333333,3.779166666666667,542,73.31979166666666,21.8,59.273809523809526,20.5,178,0.07738647923346301
2018-06-28,533.323244089575,77.91875,25.9,13.1,66.125,4.829166666666667,543,70.41250000000001,23.3,63.52738095238095,20.542857142857144,179,0.06021327736579302
2018-06-29,544.467094219575,78.840625,23.8,10.0,68.41666666666667,4.3875,544,77.91875,25.9,67.54181547619048,21.814285714285713,180,0.04302223300453059
2018-06-30,495.67871813400006,70.00625000000001,18.6,5.9,61.833333333333336,4.458333333333333,545,78.840625,23.8,70.85952380952381,21.942857142857147,181,0.02581844022713308
2018-07-01,475.93395347625,67.03125,18.8,6.8,65.125,4.295833333333333,546,70.00625000000001,18.6,73.83050595238095,21.942857142857143,182,0.008606996888688698
2018-07-02,504.66538757385,72.04375,22.5,5.3,66.875,3.5708333333333333,547,67.03125,18.8,72.79613095238096,22.099999999999998,183,-0.008606996888688009
2018-07-03,511.41311367165,73.928125,24.3,8.3,62.083333333333336,3.4499999999999997,548,72.04375,22.5,72.88303571428573,22.457142857142856,184,-0.02581844022713239
2018-07-04,594.0514306459125,87.64791666666667,28.3,7.2,58.041666666666664,2.4375,549,73.928125,24.3,75.3452380952381,23.171428571428574,185,-0.04302223300453034
2018-07-05,568.523640334275,83.053125,25.6,9.3,70.875,3.158333333333333,550,87.64791666666667,28.3,76.07872023809524,23.12857142857143,186,-0.060213277365792774
2018-07-06,273.1276611568125,39.196875,23.9,13.8,68.25,4.3875,551,83.053125,25.6,70.41532738095238,23.142857142857146,187,-0.07738647923346322
2018-07-07,429.13572569752495,61.08645833333333,22.3,11.3,67.08333333333333,4.008333333333334,552,39.196875,23.9,69.14107142857144,23.67142857142857,188,-0.09453674981719933
